#  
#   VizieR Astronomical Server: vizier.u-strasbg.fr 	2003-08-05T12:27:17
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#   
#Coosys	J2000:	eq_FK5 2000 
#INFO	Ref=Vxml771

#RESOURCE=8004   
#Name: VIII/4   
#Title:	Fourth Cambridge Survey (4C) (Pilkington+ 1965; Gower+ 1967)   
#Table	VIII_4_radio4c:      
#Name: VIII/4/radio4c     
#Title:	Fourth Cambridge Radio Survey Data          
#Coosys	B1950:	eq_FK4 1950           
#Column	_RAJ2000	(A10)	       Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	_DEJ2000	(A8)	       Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	4C	(A8)	       The 4C number        (link)          
#Column	FluxDen	(F7)	       Flux density (1.0E-26 W/m2/Hz) at 178 MHz          
#Column	ErrClas1	(I2)	       Position and flux error class (in number)          
#Column	GLON	(F5)	       Galactic longitude, System II.          
#Column	GLAT	(F5)	       Galactic latitude, System II.          
#Column	ErrClas2	(A3)	       Position & flux error class (character form)          
#Column	com	(A8)	       Remarks          
#Column	recno	(I8)	       Record number within the original table (starting from 1)        (link)     

_RAJ2000	_DEJ2000	4C	FluxDen	ErrClas1	GLON	GLAT	ErrClas2	com	recno
02 49 58.2	+33 34.7	+33.05  	    3.5	 2	149.5	-23.1	b  	        	    2930
03 04 42.4	+33 49.0	+33.06  	    2.4	 2	152.3	-21.4	b  	        	    2931
03 37 39.2	+33 23.2	+33.07  	    2.0	 1	158.5	-17.8	a  	        	    2932
03 48 47.6	+33 55.7	+33.08  	    9.9	 2	160.0	-15.9	b  	3C93.1  	    2933
04 18 36.7	+33 07.4	+33.09  	    3.2	 2	165.3	-12.2	b  	        	    2934
04 47 09.1	+33 28.5	+33.10  	    6.1	 1	169.0	 -7.6	a  	        	    2935
04 49 20.8	+33 30.3	+33.11  	    2.5	 2	169.3	 -7.2	b  	        	    2936
04 59 26.2	+33 22.5	+33.12  	    2.4	 1	170.7	 -5.6	a  	        	    2937
05 03 55.8	+33 57.0	+33.13  	    2.1	 2	170.9	 -4.5	b  	        	    2938
05 22 25.9	+33 26.1	+33.14  	    2.0	 1	173.5	 -1.7	a  	        	    2939
06 25 03.4	+33 24.8	+33.15  	    2.2	13	180.2	  9.5	a* 	        	    2940
06 28 23.9	+33 45.6	+33.16  	    2.4	 3	180.2	 10.3	c  	*       	    2941
06 29 36.4	+33 36.0	+33.17  	    2.7	 2	180.4	 10.5	b  	*       	    2942
06 31 44.3	+33 19.6	+33.18  	    2.0	 2	180.9	 10.8	b  	*       	    2943
06 35 43.6	+33 00.3	+33.19  	    2.8	 1	181.5	 11.4	a  	        	    2944
06 40 12.6	+33 32.7	+33.20  	    2.9	 1	181.4	 12.5	a  	        	    2945
07 35 56.5	+33 06.2	+33.21  	    7.4	 1	186.3	 23.1	a  	        	    2946
08 53 22.3	+32 56.4	+33.22  	    2.0	 1	191.1	 38.8	a  	        	    2947
09 02 37.2	+33 08.5	+33.23  	    2.7	13	191.3	 40.8	a* 	        	    2948
10 41 22.5	+33 08.4	+33.24  	    2.4	 2	192.8	 61.4	b  	*       	    2949
11 14 41.8	+33 02.0	+33.25  	    2.4	 2	191.3	 68.3	b  	        	    2950
11 26 24.5	+33 43.3	+33.26  	    2.8	23	187.9	 70.6	b* 	        	    2951
11 33 10.9	+33 36.4	+33.27  	    4.1	 3	187.1	 72.0	c  	*       	    2952
11 33 34.2	+33 17.2	+33.28  	    4.8	 2	188.1	 72.1	b  	*       	    2953
12 20 34.7	+33 40.2	+33.29  	   12.7	 1	166.5	 80.7	a  	3C270.1 	    2954
12 49 52.8	+33 20.5	+33.30  	    3.6	 1	125.9	 83.8	a  	        	    2955
12 59 03.2	+33 02.9	+33.31  	    2.0	 2	107.9	 83.9	b  	        	    2956
13 30 36.8	+32 57.4	+33.32  	    2.2	 2	 69.8	 79.7	b  	        	    2957
14 53 04.4	+33 07.6	+33.33  	    2.0	 2	 53.3	 63.1	b  	        	    2958
15 04 30.6	+33 43.5	+33.34  	    3.5	 1	 54.1	 60.7	a  	        	    2959
15 15 59.8	+33 45.7	+33.35  	    2.2	13	 54.0	 58.3	a* 	        	    2960
15 50 50.9	+33 23.8	+33.36  	    4.5	 1	 53.4	 51.1	a  	        	    2961
15 51 27.3	+33 46.1	+33.37  	    3.9	 3	 54.0	 50.9	c  	        	    2962
16 01 32.4	+33 25.7	+33.38  	    2.4	13	 53.7	 48.8	a* 	        	    2963
16 10 06.6	+33 00.3	+33.39  	    7.2	 1	 53.3	 47.0	a  	        	    2964
16 18 19.6	+33 48.4	+33.40  	    3.0	 2	 54.7	 45.4	b  	        	    2965
17 41 11.2	+33 04.4	+33.41  	    2.4	 2	 57.8	 28.3	b  	        	    2966
17 41 28.8	+33 39.8	+33.42  	    2.0	 2	 58.5	 28.4	b  	        	    2967
18 12 52.0	+33 33.0	+33.43  	    2.2	 2	 60.5	 22.1	b  	        	    2968
18 16 01.8	+33 27.9	+33.44  	    2.9	 1	 60.6	 21.5	a  	        	    2969
18 29 40.2	+33 28.2	+33.45  	    2.3	 1	 61.6	 18.8	a  	        	    2970
19 03 48.7	+33 19.3	+33.46  	    4.4	 1	 64.3	 12.1	a  	        	    2971
19 20 36.7	+33 46.9	+33.47  	    2.8	 1	 66.3	  9.2	a  	        	    2972
19 24 18.6	+33 29.9	+33.48  	    7.2	 1	 66.4	  8.4	a  	        	    2973
19 43 46.4	+33 43.9	+33.49  	    2.6	 1	 68.5	  4.9	a  	        	    2974
20 17 14.8	+33 46.2	+33.50  	    7.2	 1	 72.2	 -1.0	a  	        	    2975
20 57 51.4	+33 53.4	+33.51  	    2.1	 1	 77.4	 -7.6	a  	        	    2976
21 46 23.9	+33 30.9	+33.52  	    2.2	13	 84.3	-15.1	a* 	        	    2977
22 06 44.0	+33 25.4	+33.53  	    4.2	11	 87.7	-17.9	ae 	        	    2978
22 09 57.2	+33 17.1	+33.54  	    3.0	 1	 88.1	-18.5	a  	        	    2979
22 12 46.3	+34 06.7	+33.55  	    2.4	11	 89.1	-18.1	ae*	        	    2980
22 36 12.9	+33 30.8	+33.56  	    3.0	 1	 93.0	-21.4	a  	        	    2981
22 41 29.1	+33 36.0	+33.57  	    6.8	 1	 94.1	-21.9	a  	        	    2982
23 27 32.9	+33 18.7	+33.58  	    2.0	 1	103.4	-26.4	a  	        	    2983
00 13 44.6	+34 40.9	+34.01  	    4.9	23	114.2	-27.6	b* 	        	    2984
00 22 36.1	+34 18.2	+34.02  	    2.2	 2	116.2	-28.2	b  	        	    2985
00 45 53.3	+35 03.4	+34.03  	    2.4	11	121.6	-27.8	ae 	        	    2986
01 27 36.9	+34 54.8	+34.04  	    2.4	 1	131.3	-27.4	a  	        	    2987
01 40 52.6	+34 51.4	+34.05  	    2.3	 2	134.3	-26.9	b  	        	    2988
02 14 58.4	+35 06.4	+34.06  	    4.5	 1	141.7	-24.7	a  	        	    2989
02 26 11.0	+34 22.9	+34.07  	    4.1	 1	144.3	-24.5	a  	        	    2990
02 32 31.2	+34 24.9	+34.08  	   12.1	 2	145.6	-24.0	b  	3C68.1  	    2991
03 01 41.1	+35 10.5	+34.09  	    5.0	 3	150.9	-20.5	c  	        	    2992
03 03 28.3	+34 49.7	+34.10  	    3.4	 3	151.5	-20.6	c  	        	    2993
03 04 51.4	+35 08.9	+34.11  	    2.2	 1	151.6	-20.2	a  	        	    2994
03 05 39.0	+34 21.1	+34.12  	    2.8	 3	152.1	-20.8	c  	        	    2995
03 16 54.9	+34 35.1	+34.13  	    4.0	 2	154.1	-19.3	b  	        	    2996
03 23 19.5	+34 20.1	+34.14  	    4.0	13	155.4	-18.8	a* 	        	    2997
03 49 26.2	+34 09.6	+34.15  	    6.6	 3	160.0	-15.6	c  	        	    2998
04 00 52.2	+34 39.7	+34.16  	    4.1	 1	161.4	-13.7	a  	        	    2999
04 23 53.4	+34 49.5	+34.17  	    5.7	13	164.8	-10.3	a* 	        	    3000
04 31 54.1	+34 58.0	+34.18  	    2.3	23	165.8	 -9.0	b* 	        	    3001
04 36 15.9	+34 41.5	+34.19  	    3.5	 2	166.6	 -8.5	b  	        	    3002
05 26 37.0	+34 26.0	+34.20  	    2.2	 2	173.2	 -0.4	b  	        	    3003
05 37 45.1	+34 17.5	+34.21  	    5.8	 2	174.6	  1.4	b  	        	    3004
05 43 50.6	+34 47.9	+34.22  	    4.0	 1	174.8	  2.7	a  	*       	    3005
06 00 50.8	+34 09.3	+34.23  	    2.4	 1	177.1	  5.4	a  	        	    3006
06 19 03.3	+34 04.3	+34.24  	    3.5	 1	179.0	  8.7	a  	        	    3007
06 39 16.2	+34 17.7	+34.25  	    3.0	 2	180.6	 12.6	b  	        	    3008
07 51 33.9	+34 06.9	+34.26  	    2.4	23	186.3	 26.5	b* 	        	    3009
08 11 03.6	+34 43.5	+34.27  	    2.6	 2	186.8	 30.6	b  	        	    3010
08 25 13.6	+34 13.8	+34.28  	    3.8	 2	188.1	 33.3	b  	        	    3011
08 53 42.6	+34 05.4	+34.29  	    2.8	 2	189.7	 39.1	b  	        	    3012
08 57 41.2	+34 03.1	+34.30  	    8.5	 1	189.9	 39.9	a  	        	    3013
09 17 17.1	+34 45.0	+34.31  	    3.2	 1	189.6	 44.0	a  	        	    3014
10 34 35.6	+33 48.6	+34.32  	    2.3	13	191.7	 59.9	a* 	        	    3015
10 51 58.6	+34 12.1	+34.33  	    3.7	 2	190.1	 63.5	b  	        	    3016
11 16 31.2	+34 39.6	+34.34  	    2.1	 1	186.7	 68.4	a  	        	    3017
11 32 44.9	+34 34.1	+34.35  	    2.1	 2	184.3	 71.6	b  	        	    3018
12 00 52.1	+34 25.8	+34.36  	    2.4	 3	175.9	 76.9	c  	*       	    3019
12 32 41.1	+34 42.5	+34.37  	    2.3	 1	149.7	 81.4	a  	        	    3020
14 06 44.7	+34 08.9	+34.38  	   10.3	 2	 61.0	 72.4	b  	3C294   	    3021
14 38 49.8	+33 56.4	+34.39  	    3.4	 1	 56.0	 66.0	a  	        	    3022
15 29 55.0	+34 49.0	+34.40  	    2.4	 2	 55.7	 55.4	b  	        	    3023
15 30 41.0	+33 51.8	+34.41  	    3.3	11	 54.0	 55.3	ae 	        	    3024
15 41 28.6	+34 10.2	+34.42  	    3.7	 2	 54.6	 53.0	b  	        	    3025
16 01 31.2	+34 22.8	+34.43  	    4.6	 2	 55.1	 48.9	b  	        	    3026
16 23 23.6	+34 35.0	+34.44  	    2.3	11	 55.9	 44.4	ae 	        	    3027
17 09 39.9	+34 25.2	+34.45  	    4.2	 2	 57.6	 35.0	b  	        	    3028
17 15 34.8	+34 34.8	+34.46  	    2.8	 1	 58.0	 33.8	a  	        	    3029
17 23 22.4	+34 15.7	+34.47  	    5.0	 2	 58.1	 32.2	b  	        	    3030
17 37 12.8	+34 07.6	+34.48  	    2.3	 1	 58.7	 29.4	a  	        	    3031
18 23 47.1	+34 07.0	+34.49  	    2.1	 1	 61.8	 20.1	a  	        	    3032
18 59 53.2	+34 24.8	+34.50  	    2.1	 2	 65.0	 13.3	b  	        	    3033
19 24 56.3	+34 22.9	+34.51  	    5.8	 2	 67.3	  8.7	b  	        	    3034
20 38 06.6	+34 36.2	+34.52  	    2.5	23	 75.4	 -4.0	b* 	        	    3035
20 45 15.5	+34 54.1	+34.53  	    2.4	 1	 76.6	 -5.0	a  	        	    3036
20 58 46.9	+35 07.8	+34.54  	    2.3	 2	 78.5	 -7.0	b  	        	    3037
21 27 02.7	+35 07.5	+34.55  	    4.7	 1	 82.5	-11.2	a  	        	    3038
21 55 42.6	+34 16.5	+34.56  	    2.2	 2	 86.4	-15.8	b  	        	    3039
22 04 00.4	+34 15.5	+34.57  	    2.5	13	 87.7	-16.9	a* 	        	    3040
22 24 16.7	+34 48.8	+34.58  	    2.9	 1	 91.6	-19.0	a  	        	    3041
23 07 48.6	+34 24.8	+34.59  	    2.3	13	 99.7	-23.7	a* 	        	    3042
23 31 28.4	+34 56.3	+34.60  	    2.0	 1	104.9	-25.1	a  	        	    3043
00 39 03.1	+35 58.7	+35.01  	    2.6	 1	120.1	-26.8	a  	        	    3044
01 17 52.9	+35 56.9	+35.02  	    2.4	 1	128.9	-26.6	a  	        	    3045
02 09 38.5	+35 46.8	+35.03  	    6.9	 1	140.3	-24.4	a  	        	    3046
02 26 37.8	+35 59.3	+35.04  	    2.4	 1	143.7	-23.0	a  	        	    3047
02 32 28.6	+35 28.1	+35.05  	    4.5	 2	145.1	-23.0	b  	        	    3048
03 01 52.7	+35 50.7	+35.06  	    4.7	 2	150.6	-19.9	b  	        	    3049
04 12 36.5	+35 35.9	+35.07  	    5.6	 1	162.6	-11.4	a  	        	    3050
04 15 30.8	+35 47.1	+35.08  	    2.3	23	162.9	-10.8	b* 	        	    3051
05 34 07.5	+35 29.0	+35.09  	    2.2	 2	173.2	  1.4	b  	        	    3052
05 52 51.1	+35 10.2	+35.10  	    2.1	23	175.4	  4.5	b* 	        	    3053
05 57 55.4	+35 30.6	+35.11  	    2.8	 1	175.7	  5.6	a  	        	    3054
06 06 19.3	+35 58.0	+35.12  	    2.0	 2	176.1	  7.3	b  	        	    3055
06 20 41.7	+35 03.8	+35.13  	    2.6	 1	178.3	  9.5	a  	        	    3056
06 59 18.1	+35 55.4	+35.14  	    2.8	 1	180.7	 17.0	a  	        	    3057
07 01 45.5	+35 14.6	+35.15  	    5.7	 1	181.6	 17.2	a  	        	    3058
07 07 43.5	+35 03.1	+35.16  	    2.2	 1	182.2	 18.3	a  	        	    3059
07 21 29.6	+35 50.3	+35.17  	    2.5	 1	182.5	 21.2	a  	        	    3060
08 12 47.5	+35 50.4	+35.18  	    4.8	 1	185.6	 31.2	a  	        	    3061
08 13 48.1	+35 00.5	+35.19  	    2.4	 1	186.6	 31.2	a  	        	    3062
08 27 40.1	+35 33.1	+35.20  	    2.7	 2	186.7	 34.1	b  	        	    3063
09 55 48.1	+35 32.9	+35.21  	    3.2	 1	189.0	 51.9	a  	        	    3064
10 06 01.9	+34 53.1	+35.22  	    7.2	 1	190.1	 54.0	a  	3C236   	    3065
10 48 34.5	+34 54.2	+35.23  	    2.1	 1	188.8	 62.7	a  	        	    3066
11 02 10.1	+34 52.7	+35.24  	    4.1	12	187.8	 65.4	al 	        	    3067
11 11 32.3	+35 38.7	+35.25  	   10.8	 1	184.9	 67.1	a  	3C252   	    3068
11 43 51.1	+35 08.4	+35.26  	    2.1	 2	179.7	 73.5	b  	        	    3069
12 07 32.0	+35 02.2	+35.27  	    3.3	 1	170.1	 77.7	a  	        	    3070
12 15 55.6	+34 47.9	+35.28  	    2.2	 1	165.5	 79.2	a  	        	    3071
12 40 21.0	+34 59.3	+35.29  	    2.1	 1	139.0	 81.8	a  	        	    3072
13 42 31.5	+35 06.5	+35.30  	    3.3	 1	 72.2	 76.5	a  	        	    3073
13 51 01.5	+35 02.3	+35.31  	    2.3	 1	 68.4	 75.0	a  	        	    3074
14 03 19.5	+35 04.9	+35.32  	    3.6	23	 64.7	 72.7	b* 	        	    3075
14 41 02.8	+35 29.6	+35.33  	    3.3	 1	 59.5	 65.2	a  	        	    3076
14 55 50.8	+35 10.1	+35.34  	    3.1	 1	 57.5	 62.3	a  	        	    3077
15 09 13.2	+35 38.3	+35.35  	    2.3	 1	 57.8	 59.6	a  	        	    3078
15 31 25.8	+35 31.8	+35.36  	    8.6	 2	 56.9	 55.1	b  	3C320   	    3079
15 33 40.3	+35 42.3	+35.37  	    2.6	 2	 57.2	 54.6	b  	        	    3080
15 47 15.2	+35 31.7	+35.38  	    2.4	 2	 56.8	 51.8	b  	        	    3081
15 57 40.0	+35 18.4	+35.39  	    2.6	22	 56.5	 49.7	bl*	        	    3082
16 17 30.5	+35 02.7	+35.40  	    4.3	13	 56.4	 45.7	a* 	        	    3083
16 22 31.0	+35 29.7	+35.41  	    2.4	 1	 57.2	 44.7	a  	        	    3084
18 18 45.7	+35 40.8	+35.42  	    2.3	 1	 63.1	 21.6	a  	*       	    3085
18 21 19.8	+35 21.6	+35.43  	    5.5	 1	 62.9	 21.0	a  	*       	    3086
18 22 35.0	+35 11.4	+35.44  	    4.4	 2	 62.8	 20.7	b  	*       	    3087
18 50 16.1	+35 05.8	+35.45  	    3.2	 1	 64.9	 15.4	a  	        	    3088
19 24 33.2	+35 22.6	+35.46  	   10.3	 1	 68.1	  9.2	a  	3C400.1 	    3089
19 55 01.1	+35 35.7	+35.47  	    4.5	 2	 71.3	  3.9	b  	        	    3090
20 13 36.9	+36 06.9	+35.48  	    2.5	 2	 73.8	  0.9	b  	        	    3091
20 35 40.4	+36 08.3	+35.49  	    4.7	 1	 76.4	 -2.7	a  	        	    3092
21 34 46.8	+36 05.2	+35.50  	    3.7	 1	 84.3	-11.6	a  	        	    3093
22 11 25.8	+36 04.1	+35.51  	    2.8	 1	 90.1	-16.4	a  	        	    3094
22 15 28.1	+35 33.5	+35.52  	    3.8	 1	 90.5	-17.3	a  	        	    3095
22 33 37.5	+36 00.5	+35.53  	    5.8	 1	 94.0	-19.0	a  	        	    3096
22 49 22.9	+36 02.7	+35.54  	    2.7	 2	 96.9	-20.6	b  	*       	    3097
22 50 59.1	+36 03.1	+35.55  	    2.8	22	 97.2	-20.7	bl 	*       	    3098
22 56 47.4	+35 41.0	+35.56  	    2.5	 1	 98.2	-21.6	a  	        	    3099
23 18 55.5	+36 02.0	+35.57  	    2.8	 1	102.7	-23.2	a  	        	    3100
00 37 47.1	+36 52.1	+36.01  	    2.5	 2	119.9	-25.9	b  	        	    3101
02 04 21.8	+36 37.8	+36.02  	    2.5	 1	138.9	-24.0	a  	        	    3102
02 15 19.3	+36 16.3	+36.03  	    2.3	 1	141.3	-23.6	a  	        	    3103
02 28 08.6	+37 08.2	+36.04  	    2.5	 2	143.5	-21.8	b  	        	    3104
03 14 40.2	+36 30.0	+36.05  	    3.2	 2	152.6	-18.0	b  	        	    3105
03 54 30.0	+36 15.4	+36.06  	    2.4	13	159.4	-13.4	a* 	        	    3106
04 05 15.6	+36 14.8	+36.07  	    2.7	23	161.0	-11.9	b* 	        	    3107
04 19 00.9	+36 29.8	+36.08  	    3.7	 1	162.9	 -9.8	a  	        	    3108
05 34 29.5	+36 26.2	+36.09  	    2.7	 1	172.4	  2.0	a  	        	    3109
05 37 52.3	+36 10.2	+36.10  	    6.0	 1	173.0	  2.4	a  	        	    3110
05 43 37.6	+36 07.5	+36.11  	    3.3	 1	173.6	  3.4	a  	        	    3111
06 10 58.0	+36 35.3	+36.12  	    2.8	 1	176.0	  8.4	a  	        	    3112
07 37 04.2	+35 58.3	+36.13  	    5.0	 1	183.4	 24.2	a  	        	    3113
09 25 40.0	+36 26.5	+36.14  	    2.9	 2	187.4	 45.8	b  	        	    3114
09 30 33.6	+35 59.8	+36.15  	    8.6	 1	188.2	 46.8	a  	3C220.2 	    3115
09 39 52.4	+35 53.2	+36.16  	   14.2	 1	188.4	 48.7	a  	3C223   	    3116
10 38 52.4	+36 02.5	+36.17  	    2.4	 2	187.0	 60.6	b  	        	    3117
11 07 27.1	+36 14.2	+36.18  	    3.0	 1	184.0	 66.2	a  	        	    3118
11 50 50.9	+36 19.3	+36.19  	    3.0	 1	173.6	 74.2	a  	        	    3119
12 20 09.1	+36 29.2	+36.20  	    2.4	 2	156.3	 78.5	b  	        	    3120
12 44 50.2	+36 07.4	+36.21  	    3.1	 1	131.4	 80.9	a  	        	    3121
12 57 58.3	+36 42.9	+36.22  	    3.1	 2	115.1	 80.3	b  	        	    3122
13 19 47.6	+36 03.2	+36.23  	    2.7	 1	 90.7	 79.2	a  	        	    3123
13 24 52.4	+36 24.4	+36.24  	    2.8	 1	 87.6	 78.3	a  	        	    3124
14 16 37.1	+35 47.5	+36.25  	    3.1	 1	 63.8	 69.9	a  	        	    3125
14 44 48.9	+36 05.3	+36.26  	    2.3	 2	 60.5	 64.4	b  	        	    3126
16 17 48.1	+36 28.4	+36.27  	    2.3	 2	 58.5	 45.7	b  	        	    3127
16 30 47.3	+36 13.3	+36.28  	    3.6	 1	 58.4	 43.1	a  	        	    3128
18 21 38.9	+36 04.1	+36.29  	    5.3	 1	 63.6	 21.2	a  	*       	    3129
18 23 12.1	+36 42.3	+36.30  	    3.2	 2	 64.4	 21.1	b  	*       	    3130
18 23 27.3	+36 08.3	+36.31  	    2.5	 3	 63.8	 20.9	c  	*       	    3131
19 09 59.8	+36 32.4	+36.32  	    2.0	13	 67.9	 12.3	a* 	        	    3132
19 14 31.6	+36 48.3	+36.33  	    2.5	 2	 68.5	 11.6	b  	        	    3133
19 33 39.2	+36 33.5	+36.34  	    2.9	 1	 70.0	  8.1	a  	        	    3134
19 36 27.6	+36 49.2	+36.35  	    5.4	 2	 70.5	  7.7	b  	        	    3135
19 47 36.1	+36 46.8	+36.36  	    2.6	 2	 71.6	  5.7	b  	        	    3136
19 52 11.9	+36 11.3	+36.37  	    2.3	 2	 71.5	  4.6	b  	        	    3137
20 15 19.2	+36 30.3	+36.38  	    2.2	 3	 74.3	  0.9	c  	        	    3138
20 20 33.8	+36 33.7	+36.39  	    2.0	 2	 74.9	  0.0	b  	        	    3139
20 29 26.9	+36 44.0	+36.40  	    4.5	13	 76.1	 -1.3	a* 	        	    3140
20 40 30.7	+36 30.3	+36.41  	    5.0	 1	 77.2	 -3.2	a  	        	    3141
21 39 27.9	+36 43.7	+36.42  	    3.0	 1	 85.5	-11.8	a  	        	    3142
21 56 57.7	+36 47.7	+36.43  	    2.9	22	 88.2	-14.1	bl 	        	    3143
22 04 27.3	+36 52.1	+36.44  	    4.9	 2	 89.5	-14.9	b  	        	    3144
22 14 50.7	+37 14.6	+36.45  	    2.2	 2	 91.4	-15.9	b  	        	    3145
22 38 18.5	+36 30.1	+36.46  	    2.1	 1	 95.1	-19.1	a  	        	    3146
22 46 30.2	+36 55.2	+36.47  	    8.8	 2	 96.8	-19.5	b  	        	    3147
22 48 13.4	+36 46.6	+36.48  	    6.1	22	 97.1	-19.8	bl 	        	    3148
22 51 14.9	+36 44.4	+36.49  	    3.3	 2	 97.6	-20.2	b  	        	    3149
23 23 07.2	+36 27.3	+36.50  	    3.1	33	103.7	-23.1	c* 	        	    3150
00 28 14.6	+37 39.2	+37.01  	    2.7	 1	117.9	-25.0	a  	        	    3151
00 43 14.7	+37 36.7	+37.02  	    4.2	21	121.1	-25.2	be*	        	    3152
00 52 17.4	+38 14.0	+37.03  	    3.9	 1	123.1	-24.6	a  	        	    3153
01 21 59.2	+37 56.6	+37.04  	    2.7	13	129.5	-24.5	a* 	        	    3154
01 35 28.6	+37 54.2	+37.05  	    6.6	 1	132.4	-24.2	a  	3C46    	    3155
02 31 14.5	+37 42.3	+37.06  	    2.5	 2	143.9	-21.1	b  	        	    3156
02 47 33.3	+37 53.6	+37.07  	    2.5	 2	146.9	-19.5	b  	        	    3157
03 17 20.4	+38 06.3	+37.08  	    2.3	 2	152.1	-16.4	b  	        	    3158
03 36 48.8	+38 09.5	+37.09  	    2.4	 1	155.3	-14.1	a  	        	    3159
04 00 46.4	+37 46.5	+37.10  	    2.2	 1	159.3	-11.4	a  	        	    3160
04 05 49.2	+38 02.3	+37.11  	    3.2	 1	159.9	-10.5	a  	        	    3161
04 18 22.4	+38 01.2	+37.12  	   35.2	 1	161.7	 -8.8	a  	3C111   	    3162
05 15 48.4	+37 54.9	+37.13  	    5.4	 1	169.1	 -0.2	a  	        	    3163
05 51 33.9	+37 26.3	+37.14  	    5.3	 1	173.3	  5.4	a  	        	    3164
06 02 34.5	+37 24.2	+37.15  	    3.9	12	174.4	  7.3	al 	        	    3165
06 17 17.7	+37 33.8	+37.16  	    2.4	 1	175.7	 10.0	a  	        	    3166
06 52 44.3	+37 32.3	+37.17  	    2.3	 1	178.7	 16.4	a  	        	    3167
07 04 05.4	+37 26.2	+37.18  	    4.0	 1	179.6	 18.4	a  	        	    3168
07 45 38.1	+37 31.0	+37.19  	    3.6	 2	182.3	 26.3	b  	        	    3169
07 52 28.9	+37 50.2	+37.20  	    2.4	 2	182.3	 27.7	b  	        	    3170
07 59 07.7	+37 45.4	+37.21  	   11.3	 2	182.7	 28.9	b  	        	    3171
08 06 39.8	+37 46.4	+37.22  	    2.3	22	183.1	 30.4	bl 	        	    3172
08 13 27.1	+36 53.5	+37.23  	    3.4	 2	184.4	 31.5	b  	        	    3173
08 31 10.4	+37 43.6	+37.24  	    8.5	 1	184.2	 35.2	a  	        	    3174
08 50 24.7	+37 45.6	+37.25  	    2.4	 2	184.9	 38.9	b  	        	    3175
09 31 14.5	+36 48.4	+37.26  	    2.1	 2	187.0	 47.0	b  	        	    3176
10 20 39.9	+37 06.9	+37.27  	    3.1	 1	185.9	 56.8	a  	        	    3177
10 46 12.2	+37 03.9	+37.28  	    2.5	 1	184.4	 61.8	a  	        	    3178
11 09 50.5	+37 37.1	+37.29  	    7.5	 1	180.4	 66.2	a  	        	    3179
11 28 32.3	+37 26.3	+37.30  	    2.6	 2	177.2	 69.7	b  	        	    3180
11 32 35.9	+36 52.1	+37.31  	    2.6	 1	177.7	 70.7	a  	        	    3181
11 44 28.0	+37 04.0	+37.32  	    3.7	13	173.6	 72.7	a* 	        	    3182
12 06 53.5	+36 51.4	+37.33  	    3.6	 1	164.2	 76.5	a  	        	    3183
12 36 50.3	+36 55.4	+37.34  	    5.0	 2	139.5	 79.7	b  	        	    3184
12 56 16.3	+37 10.8	+37.35  	    4.9	 2	117.4	 79.9	b  	        	    3185
13 09 35.7	+37 24.3	+37.36  	    2.0	 2	103.6	 79.0	b  	        	    3186
13 20 34.5	+37 38.4	+37.37  	    2.2	13	 94.5	 77.8	a* 	        	    3187
13 26 02.7	+36 44.4	+37.38  	    3.4	23	 87.8	 77.9	b* 	        	    3188
13 45 55.4	+36 53.7	+37.39  	    2.6	 1	 76.6	 74.9	a  	        	    3189
14 10 43.5	+36 52.2	+37.40  	    3.9	 1	 68.1	 70.6	a  	        	    3190
14 47 10.0	+37 22.0	+37.41  	    3.0	13	 63.0	 63.6	a* 	        	    3191
15 10 09.2	+37 48.0	+37.42  	    3.8	 1	 61.9	 59.1	a  	        	    3192
15 14 42.6	+36 55.1	+37.43  	    4.8	 2	 60.0	 58.3	b  	        	    3193
15 28 28.4	+37 36.4	+37.44  	    5.4	 2	 60.6	 55.5	b  	        	    3194
15 44 45.5	+37 14.2	+37.45  	    3.4	 2	 59.6	 52.3	b  	        	    3195
16 21 12.4	+37 47.0	+37.46  	    2.2	 2	 60.4	 45.1	b  	        	    3196
16 35 02.6	+37 23.2	+37.47  	    2.7	 2	 60.1	 42.3	b  	        	    3197
16 38 04.3	+37 53.7	+37.48  	    2.3	 2	 60.8	 41.8	b  	        	    3198
16 43 06.4	+37 29.1	+37.49  	    8.6	 1	 60.4	 40.7	a  	        	    3199
16 48 02.5	+37 50.0	+37.50  	    6.5	 1	 61.0	 39.8	a  	        	    3200
17 55 45.0	+37 42.4	+37.51  	    5.3	 1	 63.7	 26.6	a  	        	    3201
18 11 32.6	+37 14.6	+37.52  	    4.4	 1	 64.2	 23.5	a  	        	    3202
18 18 23.8	+37 02.3	+37.53  	    2.8	 1	 64.4	 22.1	a  	        	    3203
18 22 16.1	+37 31.7	+37.54  	    2.4	 2	 65.2	 21.6	b  	        	    3204
18 41 14.5	+37 13.2	+37.55  	    2.4	 1	 66.2	 17.9	a  	        	    3205
19 24 10.1	+37 58.2	+37.56  	    4.4	 1	 70.4	 10.4	a  	        	    3206
20 16 04.3	+37 12.2	+37.57  	    5.8	21	 74.9	  1.1	be 	        	    3207
